usage_id,usage_date,usage_ts,subscription_id,resource_group_id,service_id,resource_name,meter_name,region,usage_quantity,unit_price,cost_amount,currency,pricing_model,environment,source_system,created_at,updated_at
3472,2026-04-16,2026-04-16 10:06:00,2,5,1,vm-wind-774,D8s v5 VM Hours,westeurope,144.3447,1.184832,171.0242,USD,RESERVED,SHARED,LOCAL_GENERATOR,2026-05-05 15:38:47.898088,2026-05-05 15:38:47.898088
3473,2026-04-16,2026-04-16 03:40:39,1,1,5,sqldb-rise-509,Storage GB,westeurope,166.7961,1.052416,175.5389,USD,SAVINGS_PLAN,PROD,LOCAL_GENERATOR,2026-05-05 15:38:47.898088,2026-05-05 15:38:47.898088
3474,2026-04-16,2026-04-16 23:54:44,3,3,3,adf-age-269,Data Movement Hours,northeurope,347.0206,0.04823,16.7368,USD,RESERVED,PROD,LOCAL_GENERATOR,2026-05-05 15:38:47.898088,2026-05-05 15:38:47.898088
3475,2026-04-16,2026-04-16 23:15:54,2,4,5,sqldb-follow-264,Storage GB,westeurope,258.4912,0.897681,232.0426,USD,PAYG,DEV,LOCAL_GENERATOR,2026-05-05 15:38:47.898088,2026-05-05 15:38:47.898088
3476,2026-04-16,2026-04-16 20:39:01,2,4,7,log-cause-801,Data Retention GB,westeurope,435.8756,0.517467,225.5512,USD,RESERVED,DEV,LOCAL_GENERATOR,2026-05-05 15:38:47.898088,2026-05-05 15:38:47.898088
3477,2026-04-16,2026-04-16 18:57:25,3,3,6,eventhub-bag-891,Standard Throughput Unit,northeurope,349.7578,0.219475,76.7631,USD,PAYG,PROD,LOCAL_GENERATOR,2026-05-05 15:38:47.898088,2026-05-05 15:38:47.898088
3478,2026-04-16,2026-04-16 19:18:04,3,1,2,storage-course-232,Hot LRS Data Stored,westeurope,314.9568,0.066044,20.801,USD,PAYG,PROD,LOCAL_GENERATOR,2026-05-05 15:38:47.898088,2026-05-05 15:38:47.898088
3479,2026-04-16,2026-04-16 13:36:22,1,4,7,log-go-291,Data Ingestion GB,westeurope,209.0968,0.836218,174.8505,USD,RESERVED,DEV,LOCAL_GENERATOR,2026-05-05 15:38:47.898088,2026-05-05 15:38:47.898088
3480,2026-04-16,2026-04-16 08:17:45,1,3,2,storage-involve-743,Read Operations,northeurope,265.0205,0.072249,19.1475,USD,RESERVED,PROD,LOCAL_GENERATOR,2026-05-05 15:38:47.898088,2026-05-05 15:38:47.898088
3481,2026-04-16,2026-04-16 14:46:44,3,1,6,eventhub-miss-633,Ingress Events,westeurope,207.2549,0.060189,12.4745,USD,SAVINGS_PLAN,PROD,LOCAL_GENERATOR,2026-05-05 15:38:47.898088,2026-05-05 15:38:47.898088
3482,2026-04-16,2026-04-16 07:39:44,1,3,3,adf-none-140,Pipeline Activity Runs,northeurope,180.559,0.030284,5.468,USD,SAVINGS_PLAN,PROD,LOCAL_GENERATOR,2026-05-05 15:38:47.898088,2026-05-05 15:38:47.898088
3483,2026-04-16,2026-04-16 03:16:46,2,5,4,dbr-throughout-661,All Purpose Compute DBU,westeurope,95.7427,0.513918,49.2039,USD,PAYG,SHARED,LOCAL_GENERATOR,2026-05-05 15:38:47.898088,2026-05-05 15:38:47.898088
3484,2026-04-16,2026-04-16 14:45:46,1,4,6,eventhub-happen-728,Ingress Events,westeurope,484.819,0.17561,85.1391,USD,SAVINGS_PLAN,DEV,LOCAL_GENERATOR,2026-05-05 15:38:47.899089,2026-05-05 15:38:47.899089
3485,2026-04-16,2026-04-16 10:10:17,1,4,2,storage-economic-759,Hot LRS Data Stored,westeurope,396.1179,0.092455,36.6231,USD,PAYG,DEV,LOCAL_GENERATOR,2026-05-05 15:38:47.899089,2026-05-05 15:38:47.899089
3486,2026-04-16,2026-04-16 13:06:54,3,1,2,storage-rise-553,Hot LRS Data Stored,westeurope,240.3744,0.085613,20.5792,USD,PAYG,PROD,LOCAL_GENERATOR,2026-05-05 15:38:47.899089,2026-05-05 15:38:47.899089
3487,2026-04-16,2026-04-16 07:50:33,2,4,4,dbr-scientist-535,Jobs Compute DBU,westeurope,452.445,0.259486,117.4031,USD,PAYG,DEV,LOCAL_GENERATOR,2026-05-05 15:38:47.899089,2026-05-05 15:38:47.899089
3488,2026-04-16,2026-04-16 21:27:18,1,2,1,vm-hundred-406,E8s v5 VM Hours,westeurope,449.1304,0.808425,363.0882,USD,PAYG,DEV,LOCAL_GENERATOR,2026-05-05 15:38:47.899089,2026-05-05 15:38:47.899089
3489,2026-04-16,2026-04-16 16:03:15,3,1,6,eventhub-from-873,Ingress Events,westeurope,21.1956,0.207341,4.3947,USD,SAVINGS_PLAN,PROD,LOCAL_GENERATOR,2026-05-05 15:38:47.899089,2026-05-05 15:38:47.899089
3490,2026-04-16,2026-04-16 18:48:00,3,4,5,sqldb-mother-751,Storage GB,westeurope,376.3032,0.88112,331.5683,USD,SAVINGS_PLAN,DEV,LOCAL_GENERATOR,2026-05-05 15:38:47.899089,2026-05-05 15:38:47.899089
3491,2026-04-16,2026-04-16 09:06:49,2,5,1,vm-everyone-979,D8s v5 VM Hours,westeurope,461.6918,0.82221,379.6076,USD,PAYG,SHARED,LOCAL_GENERATOR,2026-05-05 15:38:47.899089,2026-05-05 15:38:47.899089
3492,2026-04-16,2026-04-16 16:40:54,2,1,3,adf-society-906,Data Movement Hours,westeurope,456.5333,0.031735,14.4881,USD,RESERVED,PROD,LOCAL_GENERATOR,2026-05-05 15:38:47.899089,2026-05-05 15:38:47.899089
3493,2026-04-16,2026-04-16 22:22:47,3,4,3,adf-parent-521,Pipeline Activity Runs,westeurope,296.9777,0.017672,5.2482,USD,SAVINGS_PLAN,DEV,LOCAL_GENERATOR,2026-05-05 15:38:47.899089,2026-05-05 15:38:47.899089
3494,2026-04-16,2026-04-16 19:41:04,3,1,1,vm-mean-126,E8s v5 VM Hours,westeurope,326.109,0.504429,164.4988,USD,PAYG,PROD,LOCAL_GENERATOR,2026-05-05 15:38:47.899089,2026-05-05 15:38:47.899089
3495,2026-04-16,2026-04-16 17:15:13,2,2,3,adf-cut-585,Data Movement Hours,westeurope,453.7505,0.005303,2.4062,USD,SAVINGS_PLAN,DEV,LOCAL_GENERATOR,2026-05-05 15:38:47.899089,2026-05-05 15:38:47.899089
3496,2026-04-16,2026-04-16 04:25:44,1,3,2,storage-apply-289,Read Operations,northeurope,358.143,0.12379,44.3345,USD,SAVINGS_PLAN,PROD,LOCAL_GENERATOR,2026-05-05 15:38:47.899089,2026-05-05 15:38:47.899089
3497,2026-04-16,2026-04-16 22:29:15,1,5,1,vm-main-416,E8s v5 VM Hours,westeurope,225.6136,0.639801,144.3478,USD,PAYG,SHARED,LOCAL_GENERATOR,2026-05-05 15:38:47.899089,2026-05-05 15:38:47.899089
3498,2026-04-16,2026-04-16 01:11:02,2,3,5,sqldb-your-132,Storage GB,northeurope,269.3307,1.340749,361.1049,USD,RESERVED,PROD,LOCAL_GENERATOR,2026-05-05 15:38:47.899089,2026-05-05 15:38:47.899089
3499,2026-04-16,2026-04-16 17:05:51,3,1,1,vm-though-701,D4s v5 VM Hours,westeurope,204.9234,0.592141,121.3435,USD,RESERVED,PROD,LOCAL_GENERATOR,2026-05-05 15:38:47.899089,2026-05-05 15:38:47.899089
3500,2026-04-16,2026-04-16 18:28:48,1,3,5,sqldb-lot-503,Storage GB,northeurope,136.4571,0.811305,110.7083,USD,SAVINGS_PLAN,PROD,LOCAL_GENERATOR,2026-05-05 15:38:47.899089,2026-05-05 15:38:47.899089
3501,2026-04-16,2026-04-16 07:59:39,3,1,3,adf-relate-766,Data Movement Hours,westeurope,108.6708,0.032762,3.5603,USD,RESERVED,PROD,LOCAL_GENERATOR,2026-05-05 15:38:47.899089,2026-05-05 15:38:47.899089
3502,2026-04-16,2026-04-16 06:04:01,2,4,3,adf-four-662,Data Movement Hours,westeurope,72.9518,0.047847,3.4905,USD,RESERVED,DEV,LOCAL_GENERATOR,2026-05-05 15:38:47.899089,2026-05-05 15:38:47.899089
3503,2026-04-16,2026-04-16 04:32:31,3,3,7,log-different-734,Data Ingestion GB,northeurope,339.4293,0.910051,308.898,USD,RESERVED,PROD,LOCAL_GENERATOR,2026-05-05 15:38:47.899089,2026-05-05 15:38:47.899089
3504,2026-04-16,2026-04-16 09:14:21,3,1,5,sqldb-see-307,Storage GB,westeurope,163.4755,0.952107,155.6462,USD,RESERVED,PROD,LOCAL_GENERATOR,2026-05-05 15:38:47.899089,2026-05-05 15:38:47.899089
3505,2026-04-16,2026-04-16 19:17:27,1,5,6,eventhub-material-645,Ingress Events,westeurope,456.1937,0.254263,115.9932,USD,SAVINGS_PLAN,SHARED,LOCAL_GENERATOR,2026-05-05 15:38:47.899089,2026-05-05 15:38:47.899089
3506,2026-04-16,2026-04-16 10:14:59,2,2,1,vm-prove-132,E8s v5 VM Hours,westeurope,347.1422,0.839614,291.4655,USD,PAYG,DEV,LOCAL_GENERATOR,2026-05-05 15:38:47.899089,2026-05-05 15:38:47.899089
3507,2026-04-16,2026-04-16 18:12:35,3,3,7,log-environment-267,Data Retention GB,northeurope,406.5717,0.326466,132.7318,USD,PAYG,PROD,LOCAL_GENERATOR,2026-05-05 15:38:47.899089,2026-05-05 15:38:47.899089
3508,2026-04-16,2026-04-16 22:18:45,3,5,4,dbr-lead-329,Jobs Compute DBU,westeurope,111.6525,0.824805,92.0915,USD,RESERVED,SHARED,LOCAL_GENERATOR,2026-05-05 15:38:47.899089,2026-05-05 15:38:47.899089
3509,2026-04-16,2026-04-16 03:59:41,2,3,4,dbr-structure-878,All Purpose Compute DBU,northeurope,235.0948,0.629599,148.0155,USD,RESERVED,PROD,LOCAL_GENERATOR,2026-05-05 15:38:47.899089,2026-05-05 15:38:47.899089
3510,2026-04-16,2026-04-16 10:30:31,2,1,4,dbr-direction-477,Jobs Compute DBU,westeurope,329.7659,0.221579,73.0692,USD,RESERVED,PROD,LOCAL_GENERATOR,2026-05-05 15:38:47.899089,2026-05-05 15:38:47.899089
3511,2026-04-16,2026-04-16 03:10:09,2,3,1,vm-century-803,D8s v5 VM Hours,northeurope,351.1409,1.114051,391.1889,USD,PAYG,PROD,LOCAL_GENERATOR,2026-05-05 15:38:47.899089,2026-05-05 15:38:47.899089
3512,2026-04-16,2026-04-16 11:30:50,2,3,5,sqldb-statement-541,Storage GB,northeurope,397.7751,1.228527,488.6775,USD,PAYG,PROD,LOCAL_GENERATOR,2026-05-05 15:38:47.899089,2026-05-05 15:38:47.899089
3513,2026-04-16,2026-04-16 00:37:52,2,1,1,vm-skill-364,D8s v5 VM Hours,westeurope,422.7172,0.114811,48.5326,USD,PAYG,PROD,LOCAL_GENERATOR,2026-05-05 15:38:47.899089,2026-05-05 15:38:47.899089
3514,2026-04-16,2026-04-16 07:57:56,2,1,3,adf-lose-836,Data Movement Hours,westeurope,498.5266,0.007299,3.6387,USD,SAVINGS_PLAN,PROD,LOCAL_GENERATOR,2026-05-05 15:38:47.899089,2026-05-05 15:38:47.899089
3515,2026-04-16,2026-04-16 18:27:31,2,1,6,eventhub-beyond-283,Ingress Events,westeurope,351.927,0.232313,81.7572,USD,PAYG,PROD,LOCAL_GENERATOR,2026-05-05 15:38:47.899089,2026-05-05 15:38:47.899089
3516,2026-04-16,2026-04-16 16:02:25,1,2,4,dbr-customer-795,All Purpose Compute DBU,westeurope,2.3504,0.7736,1.8183,USD,SAVINGS_PLAN,DEV,LOCAL_GENERATOR,2026-05-05 15:38:47.899089,2026-05-05 15:38:47.899089
3517,2026-04-16,2026-04-16 09:47:34,2,5,3,adf-another-250,Data Movement Hours,westeurope,115.9354,0.02561,2.9691,USD,PAYG,SHARED,LOCAL_GENERATOR,2026-05-05 15:38:47.899089,2026-05-05 15:38:47.899089
3518,2026-04-16,2026-04-16 01:33:12,3,4,4,dbr-win-167,Jobs Compute DBU,westeurope,67.2703,0.156649,10.5378,USD,RESERVED,DEV,LOCAL_GENERATOR,2026-05-05 15:38:47.899089,2026-05-05 15:38:47.899089
3519,2026-04-16,2026-04-16 05:26:00,3,5,4,dbr-board-296,All Purpose Compute DBU,westeurope,113.3802,0.18743,21.2509,USD,PAYG,SHARED,LOCAL_GENERATOR,2026-05-05 15:38:47.899089,2026-05-05 15:38:47.899089
3520,2026-04-16,2026-04-16 18:53:53,3,4,2,storage-way-179,Write Operations,westeurope,202.3302,0.068254,13.8098,USD,SAVINGS_PLAN,DEV,LOCAL_GENERATOR,2026-05-05 15:38:47.899089,2026-05-05 15:38:47.899089
3521,2026-04-16,2026-04-16 10:59:12,3,4,2,storage-stay-675,Write Operations,westeurope,54.3959,0.032522,1.7691,USD,RESERVED,DEV,LOCAL_GENERATOR,2026-05-05 15:38:47.900089,2026-05-05 15:38:47.900089
3522,2026-04-16,2026-04-16 16:14:44,2,5,1,vm-indicate-856,E8s v5 VM Hours,westeurope,330.4678,0.152558,50.4155,USD,RESERVED,SHARED,LOCAL_GENERATOR,2026-05-05 15:38:47.900089,2026-05-05 15:38:47.900089
3523,2026-04-16,2026-04-16 07:02:32,3,5,1,vm-surface-447,E8s v5 VM Hours,westeurope,420.1314,0.667907,280.6087,USD,SAVINGS_PLAN,SHARED,LOCAL_GENERATOR,2026-05-05 15:38:47.900089,2026-05-05 15:38:47.900089
3524,2026-04-16,2026-04-16 13:11:53,1,1,4,dbr-billion-392,Jobs Compute DBU,westeurope,470.6028,0.824382,387.9565,USD,PAYG,PROD,LOCAL_GENERATOR,2026-05-05 15:38:47.900089,2026-05-05 15:38:47.900089
3525,2026-04-16,2026-04-16 23:31:30,3,4,2,storage-summer-236,Hot LRS Data Stored,westeurope,163.5817,0.125364,20.5073,USD,PAYG,DEV,LOCAL_GENERATOR,2026-05-05 15:38:47.900089,2026-05-05 15:38:47.900089
3526,2026-04-16,2026-04-16 08:33:03,1,5,6,eventhub-think-560,Ingress Events,westeurope,393.6513,0.164471,64.7442,USD,PAYG,SHARED,LOCAL_GENERATOR,2026-05-05 15:38:47.900089,2026-05-05 15:38:47.900089
3527,2026-04-16,2026-04-16 05:47:02,1,3,3,adf-picture-307,Pipeline Activity Runs,northeurope,67.0814,0.010015,0.6718,USD,PAYG,PROD,LOCAL_GENERATOR,2026-05-05 15:38:47.900089,2026-05-05 15:38:47.900089
3528,2026-04-16,2026-04-16 17:23:12,2,3,2,storage-walk-869,Read Operations,northeurope,17.0274,0.031627,0.5385,USD,RESERVED,PROD,LOCAL_GENERATOR,2026-05-05 15:38:47.900089,2026-05-05 15:38:47.900089
3529,2026-04-16,2026-04-16 16:47:33,1,5,4,dbr-item-248,Jobs Compute DBU,westeurope,411.4946,0.638371,262.6862,USD,RESERVED,SHARED,LOCAL_GENERATOR,2026-05-05 15:38:47.900089,2026-05-05 15:38:47.900089
3530,2026-04-16,2026-04-16 04:36:22,1,3,5,sqldb-represent-757,General Purpose vCore Hours,northeurope,72.5618,0.638798,46.3523,USD,PAYG,PROD,LOCAL_GENERATOR,2026-05-05 15:38:47.900089,2026-05-05 15:38:47.900089
3531,2026-04-16,2026-04-16 21:48:47,1,4,3,adf-defense-646,Data Movement Hours,westeurope,278.5113,0.030283,8.4342,USD,SAVINGS_PLAN,DEV,LOCAL_GENERATOR,2026-05-05 15:38:47.900089,2026-05-05 15:38:47.900089
3532,2026-04-16,2026-04-16 22:40:07,2,2,7,log-night-665,Data Ingestion GB,westeurope,170.9387,1.484682,253.7896,USD,RESERVED,DEV,LOCAL_GENERATOR,2026-05-05 15:38:47.900089,2026-05-05 15:38:47.900089
3533,2026-04-16,2026-04-16 10:48:59,2,2,4,dbr-investment-864,Jobs Compute DBU,westeurope,270.092,0.760619,205.4371,USD,SAVINGS_PLAN,DEV,LOCAL_GENERATOR,2026-05-05 15:38:47.900089,2026-05-05 15:38:47.900089
3534,2026-04-16,2026-04-16 10:55:15,3,5,7,log-thank-395,Data Ingestion GB,westeurope,65.4117,1.132917,74.106,USD,SAVINGS_PLAN,SHARED,LOCAL_GENERATOR,2026-05-05 15:38:47.900089,2026-05-05 15:38:47.900089
3535,2026-04-16,2026-04-16 04:21:44,2,1,5,sqldb-weight-251,Storage GB,westeurope,85.3757,0.869278,74.2152,USD,SAVINGS_PLAN,PROD,LOCAL_GENERATOR,2026-05-05 15:38:47.900089,2026-05-05 15:38:47.900089
3536,2026-04-16,2026-04-16 17:23:34,3,5,6,eventhub-water-518,Standard Throughput Unit,westeurope,499.2802,0.072961,36.428,USD,PAYG,SHARED,LOCAL_GENERATOR,2026-05-05 15:38:47.900089,2026-05-05 15:38:47.900089
3537,2026-04-16,2026-04-16 14:48:10,2,5,6,eventhub-firm-558,Ingress Events,westeurope,331.2625,0.133709,44.2928,USD,PAYG,SHARED,LOCAL_GENERATOR,2026-05-05 15:38:47.900089,2026-05-05 15:38:47.900089
3538,2026-04-16,2026-04-16 19:35:18,3,3,7,log-close-103,Data Retention GB,northeurope,462.7819,2.145219,992.7685,USD,PAYG,PROD,LOCAL_GENERATOR,2026-05-05 15:38:47.900089,2026-05-05 15:38:47.900089
3539,2026-04-16,2026-04-16 16:06:30,3,3,4,dbr-argue-378,Jobs Compute DBU,northeurope,23.4422,0.356076,8.3472,USD,SAVINGS_PLAN,PROD,LOCAL_GENERATOR,2026-05-05 15:38:47.900089,2026-05-05 15:38:47.900089
3540,2026-04-16,2026-04-16 18:58:35,1,5,1,vm-program-171,D8s v5 VM Hours,westeurope,363.3439,0.730694,265.4932,USD,PAYG,SHARED,LOCAL_GENERATOR,2026-05-05 15:38:47.900089,2026-05-05 15:38:47.900089
3541,2026-04-16,2026-04-16 16:10:31,3,1,3,adf-voice-839,Data Movement Hours,westeurope,100.3863,0.031194,3.1315,USD,RESERVED,PROD,LOCAL_GENERATOR,2026-05-05 15:38:47.900089,2026-05-05 15:38:47.900089
3542,2026-04-16,2026-04-16 13:24:21,1,2,6,eventhub-Republican-770,Ingress Events,westeurope,32.0872,0.20856,6.6921,USD,RESERVED,DEV,LOCAL_GENERATOR,2026-05-05 15:38:47.900089,2026-05-05 15:38:47.900089
3543,2026-04-16,2026-04-16 19:01:40,2,5,7,log-radio-796,Data Ingestion GB,westeurope,465.9076,2.08328,970.616,USD,RESERVED,SHARED,LOCAL_GENERATOR,2026-05-05 15:38:47.900089,2026-05-05 15:38:47.900089
3544,2026-04-16,2026-04-16 14:05:48,1,5,5,sqldb-him-127,Storage GB,westeurope,11.3113,0.912326,10.3196,USD,SAVINGS_PLAN,SHARED,LOCAL_GENERATOR,2026-05-05 15:38:47.900089,2026-05-05 15:38:47.900089
3545,2026-04-16,2026-04-16 13:20:23,3,5,3,adf-nature-603,Pipeline Activity Runs,westeurope,302.6481,0.023462,7.1007,USD,RESERVED,SHARED,LOCAL_GENERATOR,2026-05-05 15:38:47.900089,2026-05-05 15:38:47.900089
3546,2026-04-16,2026-04-16 03:12:43,1,3,7,log-century-965,Data Ingestion GB,northeurope,110.4208,0.643414,71.0463,USD,RESERVED,PROD,LOCAL_GENERATOR,2026-05-05 15:38:47.900089,2026-05-05 15:38:47.900089
3547,2026-04-16,2026-04-16 20:39:54,3,3,1,vm-information-864,D8s v5 VM Hours,northeurope,472.6182,0.554537,262.0843,USD,RESERVED,PROD,LOCAL_GENERATOR,2026-05-05 15:38:47.900089,2026-05-05 15:38:47.900089
3548,2026-04-16,2026-04-16 03:34:57,3,5,4,dbr-far-375,All Purpose Compute DBU,westeurope,58.4568,0.71014,41.5125,USD,SAVINGS_PLAN,SHARED,LOCAL_GENERATOR,2026-05-05 15:38:47.900089,2026-05-05 15:38:47.900089
3549,2026-04-16,2026-04-16 16:41:34,1,1,5,sqldb-no-500,Storage GB,westeurope,429.5115,0.29335,125.9972,USD,SAVINGS_PLAN,PROD,LOCAL_GENERATOR,2026-05-05 15:38:47.900089,2026-05-05 15:38:47.900089
3550,2026-04-16,2026-04-16 14:29:02,1,1,6,eventhub-bit-173,Standard Throughput Unit,westeurope,310.5459,0.092381,28.6885,USD,PAYG,PROD,LOCAL_GENERATOR,2026-05-05 15:38:47.900089,2026-05-05 15:38:47.900089
3551,2026-04-16,2026-04-16 18:16:02,3,5,2,storage-score-227,Read Operations,westeurope,150.2299,0.107155,16.0979,USD,RESERVED,SHARED,LOCAL_GENERATOR,2026-05-05 15:38:47.900089,2026-05-05 15:38:47.900089
3552,2026-04-16,2026-04-16 22:31:47,1,3,3,adf-writer-228,Pipeline Activity Runs,northeurope,21.1179,0.033456,0.7065,USD,SAVINGS_PLAN,PROD,LOCAL_GENERATOR,2026-05-05 15:38:47.900089,2026-05-05 15:38:47.900089
3553,2026-04-16,2026-04-16 02:17:53,3,4,6,eventhub-father-267,Ingress Events,westeurope,369.7946,0.106997,39.5669,USD,SAVINGS_PLAN,DEV,LOCAL_GENERATOR,2026-05-05 15:38:47.900089,2026-05-05 15:38:47.900089
3554,2026-04-16,2026-04-16 11:30:24,1,5,5,sqldb-science-255,General Purpose vCore Hours,westeurope,59.3971,0.88465,52.5456,USD,PAYG,SHARED,LOCAL_GENERATOR,2026-05-05 15:38:47.900089,2026-05-05 15:38:47.900089
3555,2026-04-16,2026-04-16 05:45:23,2,3,6,eventhub-court-525,Ingress Events,northeurope,27.4235,0.15961,4.3771,USD,RESERVED,PROD,LOCAL_GENERATOR,2026-05-05 15:38:47.900089,2026-05-05 15:38:47.900089
3556,2026-04-16,2026-04-16 12:08:25,1,3,2,storage-check-519,Write Operations,northeurope,321.4245,0.101209,32.5311,USD,PAYG,PROD,LOCAL_GENERATOR,2026-05-05 15:38:47.900089,2026-05-05 15:38:47.900089
3557,2026-04-16,2026-04-16 00:36:45,2,2,2,storage-feeling-986,Read Operations,westeurope,191.01,0.032712,6.2483,USD,PAYG,DEV,LOCAL_GENERATOR,2026-05-05 15:38:47.900089,2026-05-05 15:38:47.900089
3558,2026-04-16,2026-04-16 03:22:23,3,4,5,sqldb-artist-160,Storage GB,westeurope,101.2433,1.047248,106.0268,USD,SAVINGS_PLAN,DEV,LOCAL_GENERATOR,2026-05-05 15:38:47.901089,2026-05-05 15:38:47.901089
3559,2026-04-16,2026-04-16 04:49:11,1,4,7,log-fear-118,Data Ingestion GB,westeurope,121.74,0.210236,25.5941,USD,PAYG,DEV,LOCAL_GENERATOR,2026-05-05 15:38:47.901089,2026-05-05 15:38:47.901089
3560,2026-04-16,2026-04-16 13:37:45,3,3,7,log-south-807,Data Ingestion GB,northeurope,126.3125,0.362828,45.8297,USD,SAVINGS_PLAN,PROD,LOCAL_GENERATOR,2026-05-05 15:38:47.901089,2026-05-05 15:38:47.901089
3561,2026-04-16,2026-04-16 06:31:31,1,5,7,log-often-374,Data Retention GB,westeurope,299.9438,2.304978,691.3639,USD,SAVINGS_PLAN,SHARED,LOCAL_GENERATOR,2026-05-05 15:38:47.901089,2026-05-05 15:38:47.901089
3562,2026-04-16,2026-04-16 23:11:11,3,1,2,storage-fill-729,Hot LRS Data Stored,westeurope,51.8656,0.07519,3.8998,USD,RESERVED,PROD,LOCAL_GENERATOR,2026-05-05 15:38:47.901089,2026-05-05 15:38:47.901089
3563,2026-04-16,2026-04-16 01:21:14,1,4,4,dbr-compare-863,Jobs Compute DBU,westeurope,77.8905,0.808662,62.9871,USD,SAVINGS_PLAN,DEV,LOCAL_GENERATOR,2026-05-05 15:38:47.901089,2026-05-05 15:38:47.901089
3564,2026-04-16,2026-04-16 10:15:27,1,3,1,vm-memory-411,D4s v5 VM Hours,northeurope,378.6116,0.639148,241.9888,USD,RESERVED,PROD,LOCAL_GENERATOR,2026-05-05 15:38:47.901089,2026-05-05 15:38:47.901089
3565,2026-04-16,2026-04-16 01:18:54,3,4,4,dbr-girl-183,Jobs Compute DBU,westeurope,225.1474,0.74934,168.712,USD,RESERVED,DEV,LOCAL_GENERATOR,2026-05-05 15:38:47.901089,2026-05-05 15:38:47.901089
3566,2026-04-16,2026-04-16 23:32:38,3,2,3,adf-oil-294,Pipeline Activity Runs,westeurope,61.6372,0.029479,1.817,USD,SAVINGS_PLAN,DEV,LOCAL_GENERATOR,2026-05-05 15:38:47.901089,2026-05-05 15:38:47.901089
3567,2026-04-16,2026-04-16 01:58:59,1,2,7,log-the-598,Data Retention GB,westeurope,498.4948,1.927766,960.9813,USD,SAVINGS_PLAN,DEV,LOCAL_GENERATOR,2026-05-05 15:38:47.901089,2026-05-05 15:38:47.901089
3568,2026-04-16,2026-04-16 15:47:49,2,2,4,dbr-throughout-249,All Purpose Compute DBU,westeurope,309.6146,0.477573,147.8636,USD,SAVINGS_PLAN,DEV,LOCAL_GENERATOR,2026-05-05 15:38:47.901089,2026-05-05 15:38:47.901089
3569,2026-04-16,2026-04-16 17:55:55,1,4,4,dbr-yeah-684,Jobs Compute DBU,westeurope,74.2289,0.696339,51.6885,USD,RESERVED,DEV,LOCAL_GENERATOR,2026-05-05 15:38:47.901089,2026-05-05 15:38:47.901089
3570,2026-04-16,2026-04-16 19:08:18,2,3,4,dbr-population-941,Jobs Compute DBU,northeurope,47.1029,0.183305,8.6342,USD,RESERVED,PROD,LOCAL_GENERATOR,2026-05-05 15:38:47.901089,2026-05-05 15:38:47.901089
3571,2026-04-16,2026-04-16 03:52:05,2,5,2,storage-value-676,Read Operations,westeurope,156.7696,0.08204,12.8614,USD,PAYG,SHARED,LOCAL_GENERATOR,2026-05-05 15:38:47.901089,2026-05-05 15:38:47.901089
3572,2026-04-16,2026-04-16 15:28:24,2,2,2,storage-new-593,Write Operations,westeurope,84.7728,0.123861,10.5,USD,PAYG,DEV,LOCAL_GENERATOR,2026-05-05 15:38:47.901089,2026-05-05 15:38:47.901089
3573,2026-04-16,2026-04-16 16:24:17,2,5,4,dbr-husband-921,Jobs Compute DBU,westeurope,422.029,0.195089,82.3332,USD,PAYG,SHARED,LOCAL_GENERATOR,2026-05-05 15:38:47.901089,2026-05-05 15:38:47.901089
3574,2026-04-16,2026-04-16 06:48:04,2,3,3,adf-really-485,Data Movement Hours,northeurope,307.0933,0.040871,12.5512,USD,PAYG,PROD,LOCAL_GENERATOR,2026-05-05 15:38:47.901089,2026-05-05 15:38:47.901089
3575,2026-04-16,2026-04-16 23:50:54,1,2,3,adf-cell-231,Data Movement Hours,westeurope,460.1921,0.028893,13.2963,USD,SAVINGS_PLAN,DEV,LOCAL_GENERATOR,2026-05-05 15:38:47.901089,2026-05-05 15:38:47.901089
3576,2026-04-16,2026-04-16 11:31:27,2,5,7,log-condition-642,Data Ingestion GB,westeurope,159.9564,0.722444,115.5595,USD,PAYG,SHARED,LOCAL_GENERATOR,2026-05-05 15:38:47.901089,2026-05-05 15:38:47.901089
3577,2026-04-16,2026-04-16 09:25:39,3,4,2,storage-everybody-951,Hot LRS Data Stored,westeurope,332.1264,0.088642,29.4403,USD,PAYG,DEV,LOCAL_GENERATOR,2026-05-05 15:38:47.901089,2026-05-05 15:38:47.901089
3578,2026-04-16,2026-04-16 11:44:01,3,2,3,adf-position-532,Pipeline Activity Runs,westeurope,170.3839,0.011726,1.9979,USD,PAYG,DEV,LOCAL_GENERATOR,2026-05-05 15:38:47.901089,2026-05-05 15:38:47.901089
3579,2026-04-16,2026-04-16 21:28:59,2,5,3,adf-choice-457,Data Movement Hours,westeurope,200.0854,0.036282,7.2595,USD,SAVINGS_PLAN,SHARED,LOCAL_GENERATOR,2026-05-05 15:38:47.901089,2026-05-05 15:38:47.901089
3580,2026-04-16,2026-04-16 02:42:41,2,1,6,eventhub-cold-536,Ingress Events,westeurope,209.5839,0.132597,27.7902,USD,PAYG,PROD,LOCAL_GENERATOR,2026-05-05 15:38:47.901089,2026-05-05 15:38:47.901089
3581,2026-04-16,2026-04-16 22:39:53,1,3,6,eventhub-politics-239,Standard Throughput Unit,northeurope,38.6955,0.184793,7.1507,USD,PAYG,PROD,LOCAL_GENERATOR,2026-05-05 15:38:47.901089,2026-05-05 15:38:47.901089
